Term,Hits,Is Target ?
,,
wbgene00195432,2,FALSE
,,
wbgene00195433,2,FALSE
,,
wbgene00195436,2,FALSE
,,
wbgene00195437,2,FALSE
,,
wbgene00195439,2,FALSE
,,
wbgene00195444,2,FALSE
,,
wbgene00195445,2,FALSE
,,
wbgene00195446,2,FALSE
,,
wbgene00195448,2,FALSE
,,
wbgene00195449,2,FALSE
,,
wbgene00195451,2,FALSE
,,
wbgene00195454,2,FALSE
,,
wbgene00195456,2,FALSE
,,
wbgene00195465,2,FALSE
,,
wbgene00195467,2,FALSE
,,
wbgene00195468,2,FALSE
,,
wbgene00195469,2,FALSE
,,
wbgene00195470,2,FALSE
,,
wbgene00195471,2,FALSE
,,
wbgene00195477,2,FALSE
,,
wbgene00195486,2,FALSE
,,
wbgene00195489,2,FALSE
,,
wbgene00195490,2,FALSE
,,
wbgene00195491,2,FALSE
,,
wbgene00195493,2,FALSE
,,
wbgene00195494,2,FALSE
,,
wbgene00195495,2,FALSE
,,
wbgene00195496,2,FALSE
,,
wbgene00195501,2,FALSE
,,
wbgene00195502,2,FALSE
,,
wbgene00195503,2,FALSE
,,
wbgene00195507,2,FALSE
,,
wbgene00195510,2,FALSE
,,
wbgene00195512,2,FALSE
,,
wbgene00195513,2,FALSE
,,
wbgene00195515,2,FALSE
,,
wbgene00195517,2,FALSE
,,
wbgene00195518,2,FALSE
,,
wbgene00195523,2,FALSE
,,
wbgene00195525,2,FALSE
,,
wbgene00195527,2,FALSE
,,
wbgene00195530,2,FALSE
,,
wbgene00195533,2,FALSE
,,
wbgene00195535,2,FALSE
,,
wbgene00195542,2,FALSE
,,
wbgene00195543,2,FALSE
,,
wbgene00195546,2,FALSE
,,
wbgene00195548,2,FALSE
,,
wbgene00195554,2,FALSE
,,
wbgene00195557,2,FALSE
,,
wbgene00195560,2,FALSE
,,
wbgene00195564,2,FALSE
,,
wbgene00195566,2,FALSE
,,
wbgene00195569,2,FALSE
,,
wbgene00195570,2,FALSE
,,
wbgene00195572,2,FALSE
,,
wbgene00195574,2,FALSE
,,
wbgene00195578,2,FALSE
,,
wbgene00195579,2,FALSE
,,
wbgene00195586,2,FALSE
,,
wbgene00195592,2,FALSE
,,
wbgene00195596,2,FALSE
,,
wbgene00195597,2,FALSE
,,
wbgene00195600,2,FALSE
,,
wbgene00195605,2,FALSE
,,
wbgene00195606,2,FALSE
,,
wbgene00195607,2,FALSE
,,
wbgene00195609,2,FALSE
,,
wbgene00195610,2,FALSE
,,
wbgene00195611,2,FALSE
,,
wbgene00195612,2,FALSE
,,
wbgene00195613,2,FALSE
,,
wbgene00195614,2,FALSE
,,
wbgene00195615,2,FALSE
,,
wbgene00195618,2,FALSE
,,
wbgene00195622,2,FALSE
,,
wbgene00195623,2,FALSE
,,
wbgene00195624,2,FALSE
,,
wbgene00195625,2,FALSE
,,
wbgene00195630,2,FALSE
,,
wbgene00195633,2,FALSE
,,
wbgene00195635,2,FALSE
,,
wbgene00195638,2,FALSE
,,
wbgene00195639,2,FALSE
,,
wbgene00195640,2,FALSE
,,
wbgene00195644,2,FALSE
,,
wbgene00195646,2,FALSE
,,
wbgene00195647,2,FALSE
,,
wbgene00195648,2,FALSE
,,
wbgene00195649,2,FALSE
,,
wbgene00195652,2,FALSE
,,
wbgene00195654,2,FALSE
,,
wbgene00195657,2,FALSE
,,
wbgene00195659,2,FALSE
,,
wbgene00195662,2,FALSE
,,
wbgene00195664,2,FALSE
,,
wbgene00195670,2,FALSE
,,
wbgene00195671,2,FALSE
,,
wbgene00195672,2,FALSE
,,
wbgene00195676,2,FALSE
,,
wbgene00195678,2,FALSE
,,
wbgene00195679,2,FALSE
,,
wbgene00195680,2,FALSE
,,
wbgene00195682,2,FALSE
,,
wbgene00195684,2,FALSE
,,
wbgene00195685,2,FALSE
,,
wbgene00195687,2,FALSE
,,
wbgene00195688,2,FALSE
,,
wbgene00195690,2,FALSE
,,
wbgene00195693,2,FALSE
,,
wbgene00195695,2,FALSE
,,
wbgene00195701,2,FALSE
,,
wbgene00195704,2,FALSE
,,
wbgene00195705,2,FALSE
,,
wbgene00195708,2,FALSE
,,
wbgene00195715,2,FALSE
,,
wbgene00195718,2,FALSE
,,
wbgene00195719,2,FALSE
,,
wbgene00195722,2,FALSE
,,
wbgene00195727,2,FALSE
,,
wbgene00195729,2,FALSE
,,
wbgene00195733,2,FALSE
,,
wbgene00195737,2,FALSE
,,
wbgene00195738,2,FALSE
,,
wbgene00195739,2,FALSE
,,
wbgene00195741,2,FALSE
,,
wbgene00195744,2,FALSE
,,
wbgene00195746,2,FALSE
,,
wbgene00195748,2,FALSE
,,
wbgene00195754,2,FALSE
,,
wbgene00195757,2,FALSE
,,
wbgene00195758,2,FALSE
,,
wbgene00195759,2,FALSE
,,
wbgene00195762,2,FALSE
,,
wbgene00195764,2,FALSE
,,
wbgene00195765,2,FALSE
,,
wbgene00195766,2,FALSE
,,
wbgene00195767,2,FALSE
,,
wbgene00195768,2,FALSE
,,
wbgene00195769,2,FALSE
,,
wbgene00195771,2,FALSE
,,
wbgene00195773,2,FALSE
,,
wbgene00195774,2,FALSE
,,
wbgene00195775,2,FALSE
,,
wbgene00195780,2,FALSE
,,
wbgene00195788,2,FALSE
,,
wbgene00195793,2,FALSE
,,
wbgene00195796,2,FALSE
,,
wbgene00195797,2,FALSE
,,
wbgene00195798,2,FALSE
,,
wbgene00195799,2,FALSE
,,
wbgene00195800,2,FALSE
,,
wbgene00195807,2,FALSE
,,
wbgene00195810,2,FALSE
,,
wbgene00195812,2,FALSE
,,
wbgene00195817,2,FALSE
,,
wbgene00195820,2,FALSE
,,
wbgene00195821,2,FALSE
,,
wbgene00195826,2,FALSE
,,
wbgene00195828,2,FALSE
,,
wbgene00195829,2,FALSE
,,
wbgene00195832,2,FALSE
,,
wbgene00195835,2,FALSE
,,
wbgene00195836,2,FALSE
,,
wbgene00195838,2,FALSE
,,
wbgene00195839,2,FALSE
,,
wbgene00195844,2,FALSE
,,
wbgene00195847,2,FALSE
,,
wbgene00195849,2,FALSE
,,
wbgene00195853,2,FALSE
,,
wbgene00195854,2,FALSE
,,
wbgene00195855,2,FALSE
,,
wbgene00195859,2,FALSE
,,
wbgene00195861,2,FALSE
,,
wbgene00195862,2,FALSE
,,
wbgene00195874,2,FALSE
,,
wbgene00195880,2,FALSE
,,
wbgene00195881,2,FALSE
,,
wbgene00195883,2,FALSE
,,
wbgene00195885,2,FALSE
,,
wbgene00195887,2,FALSE
,,
wbgene00195889,2,FALSE
,,
wbgene00195892,2,FALSE
,,
wbgene00195894,2,FALSE
,,
wbgene00195897,2,FALSE
,,
wbgene00195898,2,FALSE
,,
wbgene00195899,2,FALSE
,,
wbgene00195907,2,FALSE
,,
wbgene00195908,2,FALSE
,,
wbgene00195909,2,FALSE
,,
wbgene00195910,2,FALSE
,,
wbgene00195913,2,FALSE
,,
wbgene00195917,2,FALSE
,,
wbgene00195919,2,FALSE
,,
wbgene00195923,2,FALSE
,,
wbgene00195925,2,FALSE
,,
wbgene00195926,2,FALSE
,,
wbgene00195929,2,FALSE
,,
wbgene00195932,2,FALSE
,,
wbgene00195934,2,FALSE
,,
wbgene00195939,2,FALSE
,,
wbgene00195940,2,FALSE
,,
wbgene00195941,2,FALSE
,,
wbgene00195943,2,FALSE
,,
wbgene00195945,2,FALSE
,,
wbgene00195946,2,FALSE
,,
wbgene00195947,2,FALSE
,,
wbgene00195948,2,FALSE
,,
wbgene00195949,2,FALSE
,,
wbgene00195959,2,FALSE
,,
wbgene00195960,2,FALSE
,,
wbgene00195961,2,FALSE
,,
wbgene00195968,2,FALSE
,,
wbgene00195969,2,FALSE
,,
wbgene00195970,2,FALSE
,,
wbgene00195976,2,FALSE
,,
wbgene00195980,2,FALSE
,,
wbgene00195981,2,FALSE
,,
wbgene00195985,2,FALSE
,,
wbgene00195987,2,FALSE
,,
wbgene00195988,2,FALSE
,,
wbgene00195990,2,FALSE
,,
wbgene00195991,2,FALSE
,,
wbgene00195998,2,FALSE
,,
wbgene00196000,2,FALSE
,,
wbgene00196001,2,FALSE
,,
wbgene00196004,2,FALSE
,,
wbgene00196011,2,FALSE
,,
wbgene00196015,2,FALSE
,,
wbgene00196016,2,FALSE
,,
wbgene00196019,2,FALSE
,,
wbgene00196023,2,FALSE
,,
wbgene00196026,2,FALSE
,,
wbgene00196029,2,FALSE
,,
wbgene00196030,2,FALSE
,,
wbgene00196031,2,FALSE
,,
wbgene00196032,2,FALSE
,,
wbgene00196034,2,FALSE
,,
wbgene00196035,2,FALSE
,,
wbgene00196038,2,FALSE
,,
wbgene00196040,2,FALSE
,,
wbgene00196042,2,FALSE
,,
wbgene00196044,2,FALSE
,,
wbgene00196048,2,FALSE
,,
wbgene00196049,2,FALSE
,,
wbgene00196051,2,FALSE
,,
wbgene00196052,2,FALSE
,,
wbgene00196055,2,FALSE
,,
wbgene00196056,2,FALSE
,,
wbgene00196058,2,FALSE
,,
wbgene00196063,2,FALSE
,,
wbgene00196064,2,FALSE
,,
wbgene00196066,2,FALSE
,,
wbgene00196067,2,FALSE
,,
wbgene00196069,2,FALSE
,,
wbgene00196071,2,FALSE
,,
wbgene00196076,2,FALSE
,,
wbgene00196078,2,FALSE
,,
wbgene00196079,2,FALSE
,,
wbgene00196085,2,FALSE
,,
wbgene00196086,2,FALSE
,,
wbgene00196093,2,FALSE
,,
wbgene00196096,2,FALSE
,,
wbgene00196098,2,FALSE
,,
wbgene00196099,2,FALSE
,,
wbgene00196101,2,FALSE
,,
wbgene00196103,2,FALSE
,,
wbgene00196105,2,FALSE
,,
wbgene00196106,2,FALSE
,,
wbgene00196108,2,FALSE
,,
wbgene00196109,2,FALSE
,,
wbgene00196110,2,FALSE
,,
wbgene00196114,2,FALSE
,,
wbgene00196118,2,FALSE
,,
wbgene00196121,2,FALSE
,,
wbgene00196125,2,FALSE
,,
wbgene00196128,2,FALSE
,,
wbgene00196131,2,FALSE
,,
wbgene00196132,2,FALSE
,,
wbgene00196135,2,FALSE
,,
wbgene00196136,2,FALSE
,,
wbgene00196137,2,FALSE
,,
wbgene00196138,2,FALSE
,,
wbgene00196140,2,FALSE
,,
wbgene00196141,2,FALSE
,,
wbgene00196143,2,FALSE
,,
wbgene00196144,2,FALSE
,,
wbgene00196145,2,FALSE
,,
wbgene00196146,2,FALSE
,,
wbgene00196147,2,FALSE
,,
wbgene00196149,2,FALSE
,,
wbgene00196151,2,FALSE
,,
wbgene00196153,2,FALSE
,,
wbgene00196156,2,FALSE
,,
wbgene00196157,2,FALSE
,,
wbgene00196162,2,FALSE
,,
wbgene00196163,2,FALSE
,,
wbgene00196167,2,FALSE
,,
wbgene00196170,2,FALSE
,,
wbgene00196172,2,FALSE
,,
wbgene00196175,2,FALSE
,,
wbgene00196176,2,FALSE
,,
wbgene00196179,2,FALSE
,,
wbgene00196180,2,FALSE
,,
wbgene00196183,2,FALSE
,,
wbgene00196186,2,FALSE
,,
wbgene00196189,2,FALSE
,,
wbgene00196194,2,FALSE
,,
wbgene00196196,2,FALSE
,,
wbgene00196199,2,FALSE
,,
wbgene00196200,2,FALSE
,,
wbgene00196201,2,FALSE
,,
wbgene00196202,2,FALSE
,,
wbgene00196204,2,FALSE
,,
wbgene00196205,2,FALSE
,,
wbgene00196216,2,FALSE
,,
wbgene00196219,2,FALSE
,,
wbgene00196222,2,FALSE
,,
wbgene00196223,2,FALSE
,,
wbgene00196224,2,FALSE
,,
wbgene00196225,2,FALSE
,,
wbgene00196229,2,FALSE
,,
wbgene00196230,2,FALSE
,,
wbgene00196232,2,FALSE
,,
wbgene00196234,2,FALSE
,,
wbgene00196235,2,FALSE
,,
wbgene00196240,2,FALSE
,,
wbgene00196241,2,FALSE
,,
wbgene00196242,2,FALSE
,,
wbgene00196244,2,FALSE
,,
wbgene00196246,2,FALSE
,,
wbgene00196250,2,FALSE
,,
wbgene00196252,2,FALSE
,,
wbgene00196253,2,FALSE
,,
wbgene00196254,2,FALSE
,,
wbgene00196257,2,FALSE
,,
wbgene00196264,2,FALSE
,,
wbgene00196269,2,FALSE
,,
wbgene00196274,2,FALSE
,,
wbgene00196276,2,FALSE
,,
wbgene00196278,2,FALSE
,,
wbgene00196279,2,FALSE
,,
wbgene00196286,2,FALSE
,,
wbgene00196288,2,FALSE
,,
wbgene00196289,2,FALSE
,,
wbgene00196290,2,FALSE
,,
wbgene00196294,2,FALSE
,,
wbgene00196295,2,FALSE
,,
wbgene00196296,2,FALSE
,,
wbgene00196299,2,FALSE
,,
wbgene00196311,2,FALSE
,,
wbgene00196315,2,FALSE
,,
wbgene00196318,2,FALSE
,,
wbgene00196319,2,FALSE
,,
wbgene00196323,2,FALSE
,,
wbgene00196325,2,FALSE
,,
wbgene00196326,2,FALSE
,,
wbgene00196327,2,FALSE
,,
wbgene00196328,2,FALSE
,,
wbgene00196330,2,FALSE
,,
wbgene00196332,2,FALSE
,,
wbgene00196334,2,FALSE
,,
wbgene00196338,2,FALSE
,,
wbgene00196339,2,FALSE
,,
wbgene00196340,2,FALSE
,,
wbgene00196342,2,FALSE
,,
wbgene00196344,2,FALSE
,,
wbgene00196345,2,FALSE
,,
wbgene00196346,2,FALSE
,,
wbgene00196352,2,FALSE
,,
wbgene00196358,2,FALSE
,,
wbgene00196361,2,FALSE
,,
wbgene00196363,2,FALSE
,,
wbgene00196366,2,FALSE
,,
wbgene00196368,2,FALSE
,,
wbgene00196369,2,FALSE
,,
wbgene00196372,2,FALSE
,,
wbgene00196374,2,FALSE
,,
wbgene00196375,2,FALSE
,,
wbgene00196377,2,FALSE
,,
wbgene00196378,2,FALSE
,,
wbgene00196382,2,FALSE
,,
wbgene00196386,2,FALSE
,,
wbgene00196387,2,FALSE
,,
wbgene00196388,2,FALSE
,,
wbgene00196392,2,FALSE
,,
wbgene00196393,2,FALSE
,,
wbgene00196394,2,FALSE
,,
wbgene00196398,2,FALSE
,,
wbgene00196399,2,FALSE
,,
wbgene00196400,2,FALSE
,,
wbgene00196402,2,FALSE
,,
wbgene00196403,2,FALSE
,,
wbgene00196405,2,FALSE
,,
wbgene00196412,2,FALSE
,,
wbgene00196415,2,FALSE
,,
wbgene00196417,2,FALSE
,,
wbgene00196419,2,FALSE
,,
wbgene00196420,2,FALSE
,,
wbgene00196422,2,FALSE
,,
wbgene00196423,2,FALSE
,,
wbgene00196428,2,FALSE
,,
wbgene00196430,2,FALSE
,,
wbgene00196432,2,FALSE
,,
wbgene00196437,2,FALSE
,,
wbgene00196439,2,FALSE
,,
wbgene00196442,2,FALSE
,,
wbgene00196446,2,FALSE
,,
wbgene00196447,2,FALSE
,,
wbgene00196448,2,FALSE
,,
wbgene00196449,2,FALSE
,,
wbgene00196452,2,FALSE
,,
wbgene00196454,2,FALSE
,,
wbgene00196458,2,FALSE
,,
wbgene00196459,2,FALSE
,,
wbgene00196461,2,FALSE
,,
wbgene00196462,2,FALSE
,,
wbgene00196463,2,FALSE
,,
wbgene00196465,2,FALSE
,,
wbgene00196468,2,FALSE
,,
wbgene00196478,2,FALSE
,,
wbgene00196479,2,FALSE
,,
wbgene00196480,2,FALSE
,,
wbgene00196482,2,FALSE
,,
wbgene00196483,2,FALSE
,,
wbgene00196485,2,FALSE
,,
wbgene00196486,2,FALSE
,,
wbgene00196487,2,FALSE
,,
wbgene00196488,2,FALSE
,,
wbgene00196490,2,FALSE
,,
wbgene00196495,2,FALSE
,,
wbgene00196496,2,FALSE
,,
wbgene00196497,2,FALSE
,,
wbgene00196499,2,FALSE
,,
wbgene00196500,2,FALSE
,,
wbgene00196501,2,FALSE
,,
wbgene00196504,2,FALSE
,,
wbgene00196508,2,FALSE
,,
wbgene00196509,2,FALSE
,,
wbgene00196517,2,FALSE
,,
wbgene00196520,2,FALSE
,,
wbgene00196521,2,FALSE
,,
wbgene00196522,2,FALSE
,,
wbgene00196526,2,FALSE
,,
wbgene00196527,2,FALSE
,,
wbgene00196530,2,FALSE
,,
wbgene00196538,2,FALSE
,,
wbgene00196540,2,FALSE
,,
wbgene00196546,2,FALSE
,,
wbgene00196547,2,FALSE
,,
wbgene00196548,2,FALSE
,,
wbgene00196551,2,FALSE
,,
wbgene00196552,2,FALSE
,,
wbgene00196553,2,FALSE
,,
wbgene00196555,2,FALSE
,,
wbgene00196558,2,FALSE
,,
wbgene00196560,2,FALSE
,,
wbgene00196561,2,FALSE
,,
wbgene00196563,2,FALSE
,,
wbgene00196568,2,FALSE
,,
wbgene00196570,2,FALSE
,,
wbgene00196571,2,FALSE
,,
wbgene00196572,2,FALSE
,,
wbgene00196573,2,FALSE
,,
wbgene00196575,2,FALSE
,,
wbgene00196576,2,FALSE
,,
wbgene00196577,2,FALSE
,,
wbgene00196579,2,FALSE
,,
wbgene00196581,2,FALSE
,,
wbgene00196586,2,FALSE
,,
wbgene00196587,2,FALSE
,,
wbgene00196588,2,FALSE
,,
wbgene00196596,2,FALSE
,,
wbgene00196598,2,FALSE
,,
wbgene00196601,2,FALSE
,,
wbgene00196602,2,FALSE
,,
wbgene00196604,2,FALSE
,,
wbgene00196605,2,FALSE
,,
wbgene00196606,2,FALSE
,,
wbgene00196610,2,FALSE
,,
wbgene00196614,2,FALSE
,,
wbgene00196615,2,FALSE
,,
wbgene00196620,2,FALSE
,,
wbgene00196624,2,FALSE
,,
wbgene00196625,2,FALSE
,,
wbgene00196627,2,FALSE
,,
wbgene00196629,2,FALSE
,,
wbgene00196639,2,FALSE
,,
wbgene00196640,2,FALSE
,,
wbgene00196647,2,FALSE
,,
wbgene00196648,2,FALSE
,,
wbgene00196649,2,FALSE
,,
wbgene00196651,2,FALSE
,,
wbgene00196652,2,FALSE
,,
wbgene00196654,2,FALSE
,,
wbgene00196655,2,FALSE
,,
wbgene00196656,2,FALSE
,,
wbgene00196657,2,FALSE
,,
wbgene00196660,2,FALSE
,,
wbgene00196661,2,FALSE
,,
wbgene00196662,2,FALSE
,,
wbgene00196663,2,FALSE
,,
wbgene00196664,2,FALSE
,,
wbgene00196665,2,FALSE
,,
wbgene00196666,2,FALSE
,,
wbgene00196669,2,FALSE
,,
wbgene00196670,2,FALSE
,,
wbgene00196672,2,FALSE
,,
wbgene00196676,2,FALSE
,,
wbgene00196679,2,FALSE
,,
wbgene00196680,2,FALSE
,,
wbgene00196684,2,FALSE
,,
wbgene00196685,2,FALSE
,,
wbgene00196691,2,FALSE
,,
wbgene00196695,2,FALSE
,,
wbgene00196705,2,FALSE
,,
wbgene00196709,2,FALSE
,,
wbgene00196710,2,FALSE
,,
wbgene00196713,2,FALSE
,,
wbgene00196719,2,FALSE
,,
wbgene00196720,2,FALSE
,,
wbgene00196722,2,FALSE
,,
wbgene00196725,2,FALSE
,,
wbgene00196727,2,FALSE
,,
wbgene00196731,2,FALSE
,,
wbgene00196733,2,FALSE
,,
wbgene00196735,2,FALSE
,,
wbgene00196736,2,FALSE
,,
wbgene00196737,2,FALSE
,,
wbgene00196738,2,FALSE
,,
wbgene00196740,2,FALSE
,,
wbgene00196742,2,FALSE
,,
wbgene00196744,2,FALSE
,,
wbgene00196750,2,FALSE
,,
wbgene00196752,2,FALSE
,,
wbgene00196753,2,FALSE
,,
wbgene00196756,2,FALSE
,,
wbgene00196758,2,FALSE
,,
wbgene00196761,2,FALSE
,,
wbgene00196763,2,FALSE
,,
wbgene00196764,2,FALSE
,,
wbgene00196765,2,FALSE
,,
wbgene00196773,2,FALSE
,,
wbgene00196774,2,FALSE
,,
wbgene00196777,2,FALSE
,,
wbgene00196778,2,FALSE
,,
wbgene00196781,2,FALSE
,,
wbgene00196782,2,FALSE
,,
wbgene00196784,2,FALSE
,,
wbgene00196785,2,FALSE
,,
wbgene00196786,2,FALSE
,,
wbgene00196787,2,FALSE
,,
wbgene00196788,2,FALSE
,,
wbgene00196789,2,FALSE
,,
wbgene00196790,2,FALSE
,,
wbgene00196791,2,FALSE
,,
wbgene00196793,2,FALSE
,,
wbgene00196794,2,FALSE
,,
wbgene00196796,2,FALSE
,,
wbgene00196799,2,FALSE
,,
wbgene00196800,2,FALSE
,,
wbgene00196808,2,FALSE
,,
wbgene00196809,2,FALSE
,,
wbgene00196810,2,FALSE
,,
wbgene00196812,2,FALSE
,,
wbgene00196813,2,FALSE
,,
wbgene00196815,2,FALSE
,,
wbgene00196816,2,FALSE
,,
wbgene00196817,2,FALSE
,,
wbgene00196818,2,FALSE
,,
wbgene00196821,2,FALSE
,,
wbgene00196822,2,FALSE
,,
wbgene00196823,2,FALSE
,,
wbgene00196824,2,FALSE
,,
wbgene00196829,2,FALSE
,,
wbgene00196830,2,FALSE
,,
wbgene00196831,2,FALSE
,,
wbgene00196835,2,FALSE
,,
wbgene00196840,2,FALSE
,,
wbgene00196845,2,FALSE
,,
wbgene00196846,2,FALSE
,,
wbgene00196847,2,FALSE
,,
wbgene00196848,2,FALSE
,,
wbgene00196851,2,FALSE
,,
wbgene00196853,2,FALSE
,,
wbgene00196855,2,FALSE
,,
wbgene00196861,2,FALSE
,,
wbgene00196864,2,FALSE
,,
wbgene00196867,2,FALSE
,,
wbgene00196868,2,FALSE
,,
wbgene00196870,2,FALSE
,,
wbgene00196872,2,FALSE
,,
wbgene00196875,2,FALSE
,,
wbgene00196877,2,FALSE
,,
wbgene00196878,2,FALSE
,,
wbgene00196879,2,FALSE
,,
wbgene00196881,2,FALSE
,,
wbgene00196885,2,FALSE
,,
wbgene00196888,2,FALSE
,,
wbgene00196891,2,FALSE
,,
wbgene00196895,2,FALSE
,,
wbgene00196898,2,FALSE
,,
wbgene00196899,2,FALSE
,,
wbgene00196903,2,FALSE
,,
wbgene00196904,2,FALSE
,,
wbgene00196906,2,FALSE
,,
wbgene00196912,2,FALSE
,,
wbgene00196917,2,FALSE
,,
wbgene00196921,2,FALSE
,,
wbgene00196923,2,FALSE
,,
wbgene00196925,2,FALSE
,,
wbgene00196930,2,FALSE
,,
wbgene00196937,2,FALSE
,,
wbgene00196938,2,FALSE
,,
wbgene00196939,2,FALSE
,,
wbgene00196940,2,FALSE
,,
wbgene00196944,2,FALSE
,,
wbgene00196955,2,FALSE
,,
wbgene00196957,2,FALSE
,,
wbgene00196960,2,FALSE
,,
wbgene00196961,2,FALSE
,,
wbgene00196963,2,FALSE
,,
wbgene00196969,2,FALSE
,,
wbgene00196976,2,FALSE
,,
wbgene00196978,2,FALSE
,,
wbgene00196982,2,FALSE
,,
wbgene00196985,2,FALSE
,,
wbgene00196989,2,FALSE
,,
wbgene00196992,2,FALSE
,,
wbgene00196993,2,FALSE
,,
wbgene00196994,2,FALSE
,,
wbgene00196995,2,FALSE
,,
wbgene00197003,2,FALSE
,,
wbgene00197006,2,FALSE
,,
wbgene00197009,2,FALSE
,,
wbgene00197012,2,FALSE
,,
wbgene00197015,2,FALSE
,,
wbgene00197019,2,FALSE
,,
wbgene00197021,2,FALSE
,,
wbgene00197022,2,FALSE
,,
wbgene00197023,2,FALSE
,,
wbgene00197028,2,FALSE
,,
wbgene00197029,2,FALSE
,,
wbgene00197030,2,FALSE
,,
wbgene00197033,2,FALSE
,,
wbgene00197035,2,FALSE
,,
wbgene00197039,2,FALSE
,,
wbgene00197040,2,FALSE
,,
wbgene00197042,2,FALSE
,,
wbgene00197045,2,FALSE
,,
wbgene00197046,2,FALSE
,,
wbgene00197049,2,FALSE
,,
wbgene00197053,2,FALSE
,,
wbgene00197054,2,FALSE
,,
wbgene00197055,2,FALSE
,,
wbgene00197057,2,FALSE
,,
wbgene00197058,2,FALSE
,,
wbgene00197059,2,FALSE
,,
wbgene00197060,2,FALSE
,,
wbgene00197062,2,FALSE
,,
wbgene00197067,2,FALSE
,,
wbgene00197069,2,FALSE
,,
wbgene00197076,2,FALSE
,,
wbgene00197080,2,FALSE
,,
wbgene00197083,2,FALSE
,,
wbgene00197084,2,FALSE
,,
wbgene00197086,2,FALSE
,,
wbgene00197088,2,FALSE
,,
wbgene00197089,2,FALSE
,,
wbgene00197090,2,FALSE
,,
wbgene00197091,2,FALSE
,,
wbgene00197092,2,FALSE
,,
wbgene00197099,2,FALSE
,,
wbgene00197103,2,FALSE
,,
wbgene00197106,2,FALSE
,,
wbgene00197109,2,FALSE
,,
wbgene00197111,2,FALSE
,,
wbgene00197113,2,FALSE
,,
wbgene00197115,2,FALSE
,,
wbgene00197118,2,FALSE
,,
wbgene00197123,2,FALSE
,,
wbgene00197124,2,FALSE
,,
wbgene00197127,2,FALSE
,,
wbgene00197128,2,FALSE
,,
wbgene00197129,2,FALSE
,,
wbgene00197132,2,FALSE
,,
wbgene00197133,2,FALSE
,,
wbgene00197135,2,FALSE
,,
wbgene00197138,2,FALSE
,,
wbgene00197145,2,FALSE
,,
wbgene00197147,2,FALSE
,,
wbgene00197151,2,FALSE
,,
wbgene00197155,2,FALSE
,,
wbgene00197156,2,FALSE
,,
wbgene00197157,2,FALSE
,,
wbgene00197158,2,FALSE
,,
wbgene00197162,2,FALSE
,,
wbgene00197164,2,FALSE
,,
wbgene00197168,2,FALSE
,,
wbgene00197176,2,FALSE
,,
wbgene00197177,2,FALSE
,,
wbgene00197178,2,FALSE
,,
wbgene00197180,2,FALSE
,,
wbgene00197182,2,FALSE
,,
wbgene00197183,2,FALSE
,,
wbgene00197187,2,FALSE
,,
wbgene00197189,2,FALSE
,,
wbgene00197193,2,FALSE
,,
wbgene00197194,2,FALSE
,,
wbgene00197195,2,FALSE
,,
wbgene00197196,2,FALSE
,,
wbgene00197197,2,FALSE
,,
wbgene00197198,2,FALSE
,,
wbgene00197204,2,FALSE
,,
wbgene00197207,2,FALSE
,,
wbgene00197208,2,FALSE
,,
wbgene00197211,2,FALSE
,,
wbgene00197214,2,FALSE
,,
wbgene00197216,2,FALSE
,,
wbgene00197217,2,FALSE
,,
wbgene00197218,2,FALSE
,,
wbgene00197225,2,FALSE
,,
wbgene00197228,2,FALSE
,,
wbgene00197231,2,FALSE
,,
wbgene00197238,2,FALSE
,,
wbgene00197245,2,FALSE
,,
wbgene00197249,2,FALSE
,,
wbgene00197250,2,FALSE
,,
wbgene00197253,2,FALSE
,,
wbgene00197254,2,FALSE
,,
wbgene00197256,2,FALSE
,,
wbgene00197261,2,FALSE
,,
wbgene00197264,2,FALSE
,,
wbgene00197265,2,FALSE
,,
wbgene00197269,2,FALSE
,,
wbgene00197270,2,FALSE
,,
wbgene00197271,2,FALSE
,,
wbgene00197273,2,FALSE
,,
wbgene00197276,2,FALSE
,,
wbgene00197280,2,FALSE
,,
wbgene00197281,2,FALSE
,,
wbgene00197284,2,FALSE
,,
wbgene00197287,2,FALSE
,,
wbgene00197288,2,FALSE
,,
wbgene00197289,2,FALSE
,,
wbgene00197293,2,FALSE
,,
wbgene00197298,2,FALSE
,,
wbgene00197299,2,FALSE
,,
wbgene00197301,2,FALSE
,,
wbgene00197306,2,FALSE
,,
wbgene00197307,2,FALSE
,,
wbgene00197311,2,FALSE
,,
wbgene00197318,2,FALSE
,,
wbgene00197321,2,FALSE
,,
wbgene00197322,2,FALSE
,,
wbgene00197325,2,FALSE
,,
wbgene00197328,2,FALSE
,,
wbgene00197330,2,FALSE
,,
wbgene00197331,2,FALSE
,,
wbgene00197334,2,FALSE
,,
wbgene00197337,2,FALSE
,,
wbgene00197339,2,FALSE
,,
wbgene00197343,2,FALSE
,,
wbgene00197344,2,FALSE
,,
wbgene00197345,2,FALSE
,,
wbgene00197349,2,FALSE
,,
wbgene00197351,2,FALSE
,,
wbgene00197353,2,FALSE
,,
wbgene00197354,2,FALSE
,,
wbgene00197357,2,FALSE
,,
wbgene00197361,2,FALSE
,,
wbgene00197363,2,FALSE
,,
wbgene00197365,2,FALSE
,,
wbgene00197367,2,FALSE
,,
wbgene00197369,2,FALSE
,,
wbgene00197371,2,FALSE
,,
wbgene00197373,2,FALSE
